id,input,output
nikluge-au-2022-train-013196,그게 너네가 가진 젠더권력이란건데 개멍청하네,1
nikluge-au-2022-train-013197,심지어 저는 입학 하자마자 3월에 바로 공식 1호 과씨씨가 되었다고 함니다..,0
nikluge-au-2022-train-013198,후려치고 싶었는데 할 말이 없지요~?,1
nikluge-au-2022-train-013199,그 뒤에 다른 한남이 하는 말.,1
nikluge-au-2022-train-013200,아주 효자 납시었소.,1
nikluge-au-2022-train-013201,습관처럼 오빠가~ 형이~ 라고 말한다고 하길래 전형적인 한남일거라 예상은 했지만 이정도일줄이야.,1
nikluge-au-2022-train-013202,우리 모부님도 아는 걸 왜 한남들은 모르는걸까.,1
nikluge-au-2022-train-013203,다시 생각해도 그 약사님은 한남의 전형적 표본 그 자체인것 같다.,1
nikluge-au-2022-train-013204,자기랑 안자줄거 같으니 후려치기 하는 인성하고는…,0
nikluge-au-2022-train-013205,한심한 인생 같으니라구.,0
nikluge-au-2022-train-013206,모기를 몇군데나 물린건지,0
nikluge-au-2022-train-013207,진짜 자고일어나니까 배에만 네군데나 물렸어,0
nikluge-au-2022-train-013208,여름 너무 고통..,0
nikluge-au-2022-train-013209,맨날 사람 죽어나가는 드라마 수사하고 추리하고 그런거ㅠ나올 때마다 꼭 나한테 얘기함,0
nikluge-au-2022-train-013210,1화 하면 나 꼭 불러서 같이봄.,0
nikluge-au-2022-train-013211,그러는거,0
nikluge-au-2022-train-013212,안하는데~~?? 남친한테도 이 드라마 얘기 고대로 다 해줬는데~~~#???,0
nikluge-au-2022-train-013213,하고 깝치다 왔음,0
nikluge-au-2022-train-013214,왜 같은 게이를 끼순이라고 해???,1
nikluge-au-2022-train-013215,난 걍 이온음료가 먹고싶었고 &brand&가 젤 싸고 원플원하길래 돈아끼려고 산거뿐인데 여지껏 음료살때 &company&인지 아닌지 확인해보고 샀냐고,0
nikluge-au-2022-train-013216,그냥 사먹는거지,0
nikluge-au-2022-train-013217,아니 빻은 가사를 쓴 게 피처링 래퍼면 곡의 `주인`은 책임이 없나요,1
nikluge-au-2022-train-013218,이유는 빻아서요,1
nikluge-au-2022-train-013219,뭔가 뮤지션 좋아하면 자연스레 목소리에 귀기울이고 생각도 열리지 않을까 했는데 현실은 뫄뫄도 메갈이네임,1
nikluge-au-2022-train-013220,모든 포스팅에 좋아요 눌러주는 지인의 은은하게 빻은 포스팅 미춰버리겠음,1
nikluge-au-2022-train-013221,여자관객비율이 어쩌고 할 때마다 플라잉 체어로 날려버려야 한다,0
nikluge-au-2022-train-013222,남초 애들 너무 댕청해서 진짜 할 말이 없네,1
nikluge-au-2022-train-013223,난 우울증인가?!,0
nikluge-au-2022-train-013224,악단광칠의 영정거리 애플에 음원도 있구나.,0
nikluge-au-2022-train-013225,"나의 이 애매한 오타쿠력은, 요 중독의 종류는 무엇을 가리키고 도피하고 숨기려고 하고있을까나",1
nikluge-au-2022-train-013226,울 언니가 나한테 얘기할 때 언니는 언니가 이러는데 들을만함 근데 오빠가 그런다?,0
nikluge-au-2022-train-013227,그나마 자캐는 아무리 빻아도 위력을 이용해 성범죄는 안 저지르고 마약도 안 하니까… 하고 잇어요,1
nikluge-au-2022-train-013228,너를 사랑하지만 너 정말 답이 업다,1
nikluge-au-2022-train-013229,두 얼굴의 황녀도 재밋습니다…,0
nikluge-au-2022-train-013230,"프롤로그부터 아 이건 빼박 &name&님 취향(주인공이 황제위 노림)이다 햇는데 아니나 다를까,,,",0
nikluge-au-2022-train-013231,진짜 한입만 드셔봐,0
nikluge-au-2022-train-013232,가만히 생각해보니까 글케 매달릴필욘 없는 일ㄹ인데 왜 그랬지... ?,0
nikluge-au-2022-train-013233,빻은 아이돌 착즙하는 사람들 보고,1
nikluge-au-2022-train-013234,머 &name&이나 흔한 일밴같이 미세먼지가 퀀텀되도록 빻은 인간들 음악을 좋타꼬 듣고앉앗는 내가 할 소린지는 모르겠삼,1
nikluge-au-2022-train-013235,&name&한테 한 성차별발언도 구렸는데 역시 빻은놈이었다,1
nikluge-au-2022-train-013236,이렇게까지 학교를 다녀야하나,0
nikluge-au-2022-train-013237,"조커의 매력과 공포는 알수없는 성장배경, 이해할수 없음에서 오는거 아니었나?",0
nikluge-au-2022-train-013238,아니 자연스러운 현상이지만 괜찮지만 아니 그래도 굳이 굳이 내보내야 하는지 아니 이상하단건 아니고 다 괜찮지만...,0
nikluge-au-2022-train-013239,오타쿠 망상 속에서만 울어 ...,1
nikluge-au-2022-train-013240,재맠러 뇌트워크 ...,0
nikluge-au-2022-train-013241,어쩌구였음 ........,0
nikluge-au-2022-train-013242,예쁘게 써주세용,0
nikluge-au-2022-train-013243,진짜 개할일없어보여,1
nikluge-au-2022-train-013244,고작 두시간짜리 영화가 하고자 하는 말도 못쳐알아 들으면서 어떻게 사회생활을 하지,1
nikluge-au-2022-train-013245,지들도 오타쿠면서 오타쿠의 진정성을 의심하네,1
nikluge-au-2022-train-013246,내가 진짜 잠시 사랑과 오타쿠력에 눈이 멀어 잘못알았구나 해야는데 오히려 아니거든 니말 다 뻥임 니 &name& 팬이지?!,1
nikluge-au-2022-train-013247,나 저번애 &name& 욕햇다가 팬계가 와서 혼내고 간적도 잇음,0
nikluge-au-2022-train-013248,사실 그냥 내취향임,0
nikluge-au-2022-train-013249,모고 지문 욀케 어렵냐,0
nikluge-au-2022-train-013250,나 모고 어케 풀엇지,0
nikluge-au-2022-train-013251,점점 학습능력 감퇴하나봐,0
nikluge-au-2022-train-013252,거기다 지혼자 분애 못이겨서 재기 햇잔아요 ㅉㅉ...,1
nikluge-au-2022-train-013253,페도충들 죽어 제발,1
nikluge-au-2022-train-013254,제목부터가 심야의 음악식당임,0
nikluge-au-2022-train-013255,&other& 타고 느꼇다...,0
nikluge-au-2022-train-013256,너 어떻게 혼자 이렇게 잘 삶을 꾸려가냐,0
nikluge-au-2022-train-013257,영노자 이번편에 나오는 식단관리 나도 해볼까 캐나다 오고나서 여드름 대폭발이라,0
nikluge-au-2022-train-013258,"그래도 나이차이 너무 많이 나는 남자는 만나지 말렴 다 이유가 있단다 라고 꼰대 소리를 해부렀어,,",1
nikluge-au-2022-train-013259,더 많은 페미들이 설치고 나대야 합니다요,1
nikluge-au-2022-train-013260,나도 어쩔수 없는 한녀여서 타인에게 미움받는걸 피하려고 하는 경향이 있는듯.,1
nikluge-au-2022-train-013261,그전엔 전혀 없었는데 2-3년전 부터 교차로마다 홈리스들이 있다고.,0
nikluge-au-2022-train-013262,피드백받고싶다,0
nikluge-au-2022-train-013263,내 문장 왜 이렇게 됐나요?,0
nikluge-au-2022-train-013264,진짜맨날그냥살수 ㅜ있을걸,0
nikluge-au-2022-train-013265,근데말하기좀그런게...다른애들글이훨씬많어,0
nikluge-au-2022-train-013266,애들이 대놓고 엎드려있으래 서프라이즈해야하니까 보지말라고...,0
nikluge-au-2022-train-013267,구체적으로 주접 떨기?,0
nikluge-au-2022-train-013268,내 소설 해석해 주기?,0
nikluge-au-2022-train-013269,&company&사람들...,0
nikluge-au-2022-train-013270,과한 욕심일 수도 있겠지만,0
nikluge-au-2022-train-013271,주제의식이 분명한,0
nikluge-au-2022-train-013272,학자고 논의를 최대한 명료하게 전개하려고 애쓰는 사람 같아요.,0
nikluge-au-2022-train-013273,그런 면에서 대단한 사람!,0
nikluge-au-2022-train-013274,반대로 영화가 끝나면서 세계가 열렸더라도 마침내 꼰대가 된 386을 마주한 기분이었을 수 있겠지.,1
nikluge-au-2022-train-013275,<술탄>이라는 단어는 <아랍> 땅의 일부 남자들을 일컫는 말이야.,0
nikluge-au-2022-train-013276,이해하겠어?`,0
nikluge-au-2022-train-013277,아주 오랜만에 내놓은 저서인 <Mean Girl: Ayn Rand and the Culture of Greed>가 내년 1월 출간 대기 중,0
nikluge-au-2022-train-013278,&name&는 페루 뮤지션이고 &name&의 예명이라고 한다.,0
nikluge-au-2022-train-013279,190510은 &name&뿐만 아니라 모두의 미모가 ㅜ,0
nikluge-au-2022-train-013280,비긴어겐 보는거 까먹었어,0
nikluge-au-2022-train-013281,외국만 가면 과감해지거..,0
nikluge-au-2022-train-013282,둘다 잘생겻는데 넘 못나왓다,0
nikluge-au-2022-train-013283,기자들 기사 개같이 쓰는거 한두번도 아니고,1
nikluge-au-2022-train-013284,남편 트위터 해킹당햇엌,0
nikluge-au-2022-train-013285,와 출튀안하고 그냥 두시간동안 자길 잘햇다,0
nikluge-au-2022-train-013286,답안지 제출한걸로 확인하는줄알앗는데 마지막에 출석부름;;;,0
nikluge-au-2022-train-013287,오늘논거 오늘올리세요,0
nikluge-au-2022-train-013288,나중에스토리올랴서ㅓ 괜히즐겁게스토리보던사람 박탈감들게하지마시고,0
nikluge-au-2022-train-013289,한남: 부끄러운 줄 알아야 함,1
nikluge-au-2022-train-013290,한남은사람기분을거지갘게 만드는강의라도 듣나보조,1
nikluge-au-2022-train-013291,내앞자리 녀 어떤 사람이 코고는 걸로 ㅈㄴ 한숨 크게 푹푹 쉬어가며 짜증내더니 알람 해제 안 해서 씻으러 간 내내 알람 울고 짐싸면서 소리내고,1
nikluge-au-2022-train-013292,인간에게 성적 이끌림을 받은 건 전여친이 전부였던듯...,0
nikluge-au-2022-train-013293,케이크 한 조각 먹는게 더 좋다고는 해도,0
nikluge-au-2022-train-013294,레즈섹스는 정말 좋은게 일단 살결과 냄새부터가 한남과는 다름 질적으로 너무나 좋음,1
nikluge-au-2022-train-013295,남자가 자칭 페미니스트라고 하면 어차피 저래봤자 쟤도 까고보면 한남이겠지 생각한다,1
nikluge-au-2022-train-013296,여튼 뭐 그렇습니다,0
nikluge-au-2022-train-013297,내가 이렇게 자캐오타쿠가 될줄은 몰랏는데...,1
nikluge-au-2022-train-013298,천장정도,0
nikluge-au-2022-train-013299,(원피스 70권쯤까지 보긴 했음),0
nikluge-au-2022-train-013300,69세 사진 내놔라,0
nikluge-au-2022-train-013301,이미친사람아,1
nikluge-au-2022-train-013302,셔틀에서감독님만남,0
nikluge-au-2022-train-013303,난꾸준히 안양=안남설을 밀고있음,0
nikluge-au-2022-train-013304,평생 취미생활만하고싶음,0
nikluge-au-2022-train-013305,엄지신비넘어가는부분부터 ㅠㅠ 그저눈물,0
nikluge-au-2022-train-013306,예술남들 전시장가면 영상작업 빻은거 개많음,1
nikluge-au-2022-train-013307,&name&에게진짜너무너무너무너무너무너무좋아,0
nikluge-au-2022-train-013308,카메라얘기도,0
nikluge-au-2022-train-013309,씨유레이러~,0
nikluge-au-2022-train-013310,다필요없어,0
nikluge-au-2022-train-013311,긋빠아흐ㅂ아디오스!,0
nikluge-au-2022-train-013312,쪼잔한 한남.....,1
nikluge-au-2022-train-013313,저런새끼들 꼭 저런말할때 이비에스 언급하더라,1
nikluge-au-2022-train-013314,여혐존나하고,1
nikluge-au-2022-train-013315,나대는한남에게박수치고싶지 X,1
nikluge-au-2022-train-013316,광화문 틀딱들 차라리 전부 &name& 덕질해라,1
nikluge-au-2022-train-013317,광화문에서 덕수궁 앞까지 틀딱들 뚫고 지나갈 기력도 없음,1
nikluge-au-2022-train-013318,극 중반쯤에 이 가족...사라져...? 졸라 싸패아녀..? 모먼트 또 있었음,1
nikluge-au-2022-train-013319,일단 안들켜야지,0
nikluge-au-2022-train-013320,근데 우리 학교에 수시로 들어온 애들 보면 성적 개판임.....,0
nikluge-au-2022-train-013321,막 수학 5등급이고......,0
nikluge-au-2022-train-013322,솔직히 수능 공부...,0
nikluge-au-2022-train-013323,5등급이라니..,0
nikluge-au-2022-train-013324,최근에 졸 못생남한테 빠져서 큰일났다...,1
nikluge-au-2022-train-013325,존나 이래저래 적당 성취하고 편한 삶 찾아서 지금 다니는 학교 다시 온 주제에,1
nikluge-au-2022-train-013326,다른사람이 돼.,0
nikluge-au-2022-train-013327,한녀가죄다한녀가죄다ㅅㅂ 하고 걍 넘기려 했는데 이젠 잘 모르겠음,1
nikluge-au-2022-train-013328,예술하는 시헤남 개처빻기까지해서 여자벗기기말고는 예술을 못하는 똘추잖아요,1
nikluge-au-2022-train-013329,그래서 간지가 안남,0
nikluge-au-2022-train-013330,저잣거리에 효수하는 버릇을 못고쳐서 언론이라는게 언론역할이 아니라 자극적인 매체 그 이상 그 이하도 아닌 짓거리를해,1
nikluge-au-2022-train-013331,안그래도 불법이라 멸종할까봐 더 엄격히 관리하는데,0
nikluge-au-2022-train-013332,근데 &company&에 올릴 작업물 흑백 대비보정해서 올리는 똘추들이랑 &company&에서 도제생활로 포폴 함부로 시술하는 사람들 때문에 너무 판이 흙탕물됨,1
nikluge-au-2022-train-013333,사실 대가리에 든게 아무것도 없다면??,1
nikluge-au-2022-train-013334,요즘에도 &affiliation&송 듣고잇음,1
nikluge-au-2022-train-013335,헐 저도 &affiliation&송 좋아해요,1
nikluge-au-2022-train-013336,뇌주름사이사이 초록빛 바닷물에 두손을 담그면,0
nikluge-au-2022-train-013337,&name&이랑 &name&은 각자 다른이유이긴 하지만 똑같은 레벨로 혐오스러움,1
nikluge-au-2022-train-013338,후엉쎄 놈들 뭐 좋아보이면 일단 들러붙는 거지근성 내다버려라,1
nikluge-au-2022-train-013339,어르신 그런거밖에 안보이면 눈에 흙이 들어가도 괜찮지 않을까요?,0
nikluge-au-2022-train-013340,한번 고려해보세요~,0
nikluge-au-2022-train-013341,허스키익스프레스,0
nikluge-au-2022-train-013342,쫄깃한 우유 쟁여놓고 담주 주말에 또해야지 하고 껐는데 그사이에 섭종함,0
nikluge-au-2022-train-013343,지금도 조금만 힘들면 심심찮게 뱉어내는 핏덩어리만 남았음,0
nikluge-au-2022-train-013344,소화계 다망쳐서...,0
nikluge-au-2022-train-013345,몸을 소중히 하자,0
nikluge-au-2022-train-013346,뒷머리 파인애플처럼 튀어나온거 드러워죽겠음,1
nikluge-au-2022-train-013347,히히히 오타쿠는 행복해,1
nikluge-au-2022-train-013348,브렉시트의 미래로 타로나 보는 &affiliation&인놈들,1
nikluge-au-2022-train-013349,그거 낙지고로케,0
nikluge-au-2022-train-013350,&company&가 왜나와,0
nikluge-au-2022-train-013351,창도 재밋긴한데 난 창보다 지팡이가 유잼임,0
nikluge-au-2022-train-013352,내가 꼰대인게 아니고 당연한거임...,1
nikluge-au-2022-train-013353,자살의 반댓말은 살자,0
nikluge-au-2022-train-013354,어떻게 캐릭터를 그렇게 낭비하는지,0
nikluge-au-2022-train-013355,물론 라라가 비합리적으로 굴긴하는데 레예스도 생각할 줄 아는 유능한 사람이잖아요,0
nikluge-au-2022-train-013356,툼레 해외 팬페이지들 돌아다니잖아?,0
nikluge-au-2022-train-013357,포럼에 냄져 넘쳐나서 힘들다,1
nikluge-au-2022-train-013358,복음이래,0
nikluge-au-2022-train-013359,넘 웃겨요,0
nikluge-au-2022-train-013360,집에 오니까 가챠뽑은거 택배와잇더라,0
nikluge-au-2022-train-013361,난 고양이 뿐이야,0
nikluge-au-2022-train-013362,나는 해봤으니까 맘대로 마셔야지.,0
nikluge-au-2022-train-013363,저 중형둔기 쓰잔아요??,0
nikluge-au-2022-train-013364,그래서 막 으으아!!,0
nikluge-au-2022-train-013365,한대만 맞아라!!,0
nikluge-au-2022-train-013366,어허허렁,0
nikluge-au-2022-train-013367,우째이런일이,0
nikluge-au-2022-train-013368,&name&야 너만 믿어,0
nikluge-au-2022-train-013369,이번에 넣어보니까 알갯어,0
nikluge-au-2022-train-013370,어휴 진짜 &affiliation& 한남소굴,1
nikluge-au-2022-train-013371,하고 싸움,0
nikluge-au-2022-train-013372,함 해볼라구요,0
nikluge-au-2022-train-013373,나 갑자기 또 툼레뽕차 가슴이 벅차올라,0
nikluge-au-2022-train-013374,꼴픽하고 겜던지는 버러지새끼들한테 게임매너 좀 지키라고 지랄을해도 모자랄판에 힐탱유저한테 메르시디바 왜하냐고 쓰레기챔 웅앵,1
nikluge-au-2022-train-013375,한남특 한남이라는 말만나왔는데 처운다,1
nikluge-au-2022-train-013376,변태새끼들..,1
nikluge-au-2022-train-013377,이거 진짜 남혐레즈같아서 자꾸 보게된다,1
nikluge-au-2022-train-013378,더자도되니까 다시자갯음...,0
nikluge-au-2022-train-013379,문제의 맥심 어쩌고 &name&님이 알텨해서 1번 봤는데 그것은 그냥.. 지난주에 싸운 거래처 직원 얼굴이랑 똑같이 생긴 평범한 한남 얼굴이라 타격 0이었던,1
nikluge-au-2022-train-013380,코스프레 찌질음습남타쿠들 아니었니,1
nikluge-au-2022-train-013381,쿠소플러팅과 경악한사람과 똘추비언,1
nikluge-au-2022-train-013382,한남 특징,1
nikluge-au-2022-train-013383,내가 남혐레즈라 그런것인지,1
nikluge-au-2022-train-013384,진짜 위쳐 창남좆겜 수준...,1
nikluge-au-2022-train-013385,&location&촌놈들 &location&사투리만 어섪게 따라해가지고,1
nikluge-au-2022-train-013386,큰일났다,0
nikluge-au-2022-train-013387,핀버튼 아직도 배송 안됐음,0
nikluge-au-2022-train-013388,말로만 하지말고 연성행와요!!,0
nikluge-au-2022-train-013389,닛뽄놈들 또 후랑쓰어같은데서 갖다가 붙였겠죠,1
nikluge-au-2022-train-013390,1개국어 새끼들 밥처먹으러 오는거 받아주려고 내가 2개국어 해야겠니,1
nikluge-au-2022-train-013391,나를 믿고 다들 자공자수함만 잡솨바,0
nikluge-au-2022-train-013392,걍 너나 나나 남이보면 인생 해괴해서 그런듯 너 맛조개한테 대가리 죽빵맞는애랑 친구잖아,1
nikluge-au-2022-train-013393,하와와도 하긴하는데 이게 그 하와와가 아니라 걍...,0
nikluge-au-2022-train-013394,오타쿠장르는 조심해야한다구요,1
nikluge-au-2022-train-013395,아니 저 그게...,0
nikluge-au-2022-train-013396,역시 복귀하기싫으네요,0
nikluge-au-2022-train-013397,꼽주지말고,1
nikluge-au-2022-train-013398,주제를 씨발 알면닥치기라도 할 줄 알던가 아,1
nikluge-au-2022-train-013399,네가 짱이야 다른놈들은 멍청이고 하면서,1
nikluge-au-2022-train-013400,아 너무 징그럽고 끔찍해서 핸드폰 던졌음....,0
nikluge-au-2022-train-013401,인용영상 주의하세요,0
nikluge-au-2022-train-013402,되도록 보지 마세요...,0
nikluge-au-2022-train-013403,너무 싫어,0
nikluge-au-2022-train-013404,작작 멍청하고 선악과 한박스에 40달러 투자해!,0
nikluge-au-2022-train-013405,구원은 셀프!,0
nikluge-au-2022-train-013406,자 40달러 40달러~``,0
nikluge-au-2022-train-013407,그러니까 양심 팔아쳐먹고 대영장물관이 콜라보굿즈같은거나 만드는건가,1
nikluge-au-2022-train-013408,과거의 정병자아를 저주하면서,1
nikluge-au-2022-train-013409,본인한테 한남이 그렇게 충격이라니...,1
nikluge-au-2022-train-013410,도움안되는 깝깝충 찐따개비새끼,1
nikluge-au-2022-train-013411,떠오르눈궤..?,0
nikluge-au-2022-train-013412,한남충도 아니고,1
nikluge-au-2022-train-013413,한남이라 한마디 했다고 심지어 본인한테 한말도 아닌데 발끈하더니.......... 울음...,1
nikluge-au-2022-train-013414,진짜 없던 정도 다 떨어짐,1
nikluge-au-2022-train-013415,위쳐가 갓겜인지 난 잘 모르겠다...,0
nikluge-au-2022-train-013416,글쎄 미술이나 시대분위기 구현 얘기면 어느정도 수긍하겠는데 게임이 전체적으로 마초적인 요소때문에 내내 답답하고 불쾌하지않나?,0
nikluge-au-2022-train-013417,서로 뜯어먹을거 없으면 빛의속도로 손절하는게 한남종특아니었나요,1
nikluge-au-2022-train-013418,&name&사랑해!!!!!!!!!!!!,0
nikluge-au-2022-train-013419,오늘좀힘든일이잇엇는데.,0
nikluge-au-2022-train-013420,과제도잇어서좀자고해여지.,0
nikluge-au-2022-train-013421,하고진짜딱열시알람을맞춰놧거든...,0
nikluge-au-2022-train-013422,근데알람듣고깨니까&name&한테프메가와잇는거근데다시잠,0
nikluge-au-2022-train-013423,그리고방금일어낫는대 하늘이나를버리지않앗다는증거노뭐노..,0
nikluge-au-2022-train-013424,근데뒤지곶다,1
nikluge-au-2022-train-013425,닌텐도노래들으면 엄마미안 나동성애해 밖에 생각안남,0
nikluge-au-2022-train-013426,반곱슬이라 맨날.묶고다니는데 귀찮고 이럴거면 그냥 자르는게 낫지않냐고,0
nikluge-au-2022-train-013427,방금그채널찾아서 구독햇닥,0
nikluge-au-2022-train-013428,근데 자막이 진짜&affiliation&같아서 웃음참느라힘들었다,1
nikluge-au-2022-train-013429,캐스팅 말고 스카웃...,0
nikluge-au-2022-train-013430,그니까요 제가지금 일한 지 만 4년차인데도 빚갚고 모은 게 총 이삼천 안될건데 만에하나 안갚으셨으면 십년을 꼬박 박아야 하는것을..,0
nikluge-au-2022-train-013431,우류 호감스로 두사람의도시 보고 우류루트 타고있으니 진짜 미안함과 배덕감이 동시에 든다...,0
nikluge-au-2022-train-013432,우류쌤은 정말로 우류쌤인데 이렇게 아가들밖에 모르는 아저씨를....,0
nikluge-au-2022-train-013433,하여간 남자들은 지가 건방진 줄도 모르고 잘도 나불나불댐,1
nikluge-au-2022-train-013434,남자 래퍼 새끼들 존나 재수 없네,1
nikluge-au-2022-train-013435,그냥 죽자,0
nikluge-au-2022-train-013436,감성 트윗 지분 0.00001이고 남혐 트윗 지분 399임,1
nikluge-au-2022-train-013437,남자새끼들은 입 닥치고 있으면 무조건 중간 가는데 왜 아가리를 놀려서 사람들을 개빡치게 할까,1
nikluge-au-2022-train-013438,와꾸 차이 도랐나??,1
nikluge-au-2022-train-013439,뒤에 한남새끼들 서 있는데 입 좀 닥치게 하고 싶다,1
nikluge-au-2022-train-013440,내 또래 한남들 자신이 가진 기득권 외면하기 대장임,1
nikluge-au-2022-train-013441,젝아 오늘 애인 학술대회 발표도 않 가구 여기 왓거등요??,0
nikluge-au-2022-train-013442,정말 똘추네요 전,1
nikluge-au-2022-train-013443,남자들 하나 같이 뭐 같이 생겼노,1
nikluge-au-2022-train-013444,내 주변 한남 새끼 자기는 한다면 하는 남자라서 한남이라던데 저거 보고 그 지랄 한 건가...?,1
nikluge-au-2022-train-013445,버스기사님이 너무 즐겨.,0
nikluge-au-2022-train-013446,빠르게 즐겨.,0
nikluge-au-2022-train-013447,"찐따한테 오는 카톡은.,,",1
nikluge-au-2022-train-013448,시벌탱 알바하는데 한남유충새끼들이 뛰어다니다가 내 발목 씨게 찬 곳 멍들음,1
nikluge-au-2022-train-013449,솔직히 지하철 임산부석에 한남들 말고 아줌마들도 엄청 앉아잇음,1
nikluge-au-2022-train-013450,"레동 움짤 보고잇는데....,",0
nikluge-au-2022-train-013451,&name&님 재기송 후기,1
nikluge-au-2022-train-013452,일남의 향기가 느껴진다,1
nikluge-au-2022-train-013453,쥐가 만약에 &company&의 나를 복제해서 현실에서 개비죽어라고 말하면 어쩌지,1
nikluge-au-2022-train-013454,발바닥에 모기 세 방이나 물림,0
nikluge-au-2022-train-013455,&name& 때문에 드라마보고잇는데 냄져들 하는 짓이 너무 군기타령하는 한국인이다,1
nikluge-au-2022-train-013456,연기인거 알지만 나같은 진지충은 보기 힘들다구,1
nikluge-au-2022-train-013457,애비 술마시고 쳐우네,1
nikluge-au-2022-train-013458,오늘 반에서 어떤 오타쿠가 노트북 갖고와서 &art& 어쩌구 보는데 깜짝 놀랏음,1
nikluge-au-2022-train-013459,"그 엄청난 용기가 경이로울 지경이엇음,,",0
nikluge-au-2022-train-013460,트친들이랑 오지게 멘션 핑퐁하고싶은데 요즘 사회성 재기해서 답장할 말이 떠오르지가않음,1
nikluge-au-2022-train-013461,저 생리때문에 남혐이 심해진 것 같아서 밖에 잇는 남자 죽일수도 잇을 것 같거든요,1
nikluge-au-2022-train-013462,진짜 나 한남이랑 다를게 없는거같아,1
nikluge-au-2022-train-013463,애비를 쏙 빼닮아서 나중에 눈은 안해도 얼굴형은 어떻게 손대야지,1
nikluge-au-2022-train-013464,"차달남 니들이 뭔데,,",0
nikluge-au-2022-train-013465,"내 머릿속에서 도서관 언니랑 이미 연애하고 잇는 미래를 생각하면서 갓지만 가서 본건 어떤 뚱뚱에 이상한 머리를 한 남자놈,,,,",1
nikluge-au-2022-train-013466,전에 &brand& 맥주&brand&라고 해서 사먹엇다가 오장육부가 뒤집어지는 맛을 느꼇음 개노맛이엇다는 뜻,1
nikluge-au-2022-train-013467,실트라 햇냐,0
nikluge-au-2022-train-013468,한녀들의 착즙수준이 점점 극에 달해가고잇음,1
nikluge-au-2022-train-013469,나 타투 &name&한테 하나 받고싶엇는데,0
nikluge-au-2022-train-013470,나 거기서 보정이나 배워야할듯,0
nikluge-au-2022-train-013471,어떡하지,0
nikluge-au-2022-train-013472,한남 비위 맞춰준 결과가 이거라니,1
nikluge-au-2022-train-013473,한녀라면.,1
nikluge-au-2022-train-013474,이건 한녀의 본능입니다.,1
nikluge-au-2022-train-013475,사재기새끼 쌍판 한 번 두껍네,1
nikluge-au-2022-train-013476,한국 언제 온다고 햇지....,0
nikluge-au-2022-train-013477,미쳐버리갰다,0
nikluge-au-2022-train-013478,&name&아 보고 싶군아,0
nikluge-au-2022-train-013479,어릴때부터 쓰던 읍읍은행이 있는데....,0
nikluge-au-2022-train-013480,안 쓰고 있다고 합니다....,0
nikluge-au-2022-train-013481,여보세요?,0
nikluge-au-2022-train-013482,형원이니?,0
nikluge-au-2022-train-013483,아 교회맨들은 뭐가 문제지,1
nikluge-au-2022-train-013484,ㅇ하학 와학학 와하가가가ㅏ각ㄱ,0
nikluge-au-2022-train-013485,&name& 8282부르는게 젤 욱기다,0
nikluge-au-2022-train-013486,니는 얼마나 섹시하길래 그딴 막말 내뱉지?,1
nikluge-au-2022-train-013487,루드레 즌11 개노답 삼형제,1
nikluge-au-2022-train-013488,여혐 꽤 하는 여성들도 한남워딩은 많이 사용하는듯,1
nikluge-au-2022-train-013489,용례는 머... 그냥 지 맘에 안드는 냄저 부를때씀,1
nikluge-au-2022-train-013490,으진짜 애국노 민족주의 파쇼새끼들도 싫고 일빠한남씹덕으로 표상되는 제국주의추종자놈들도 버러지같음,1
nikluge-au-2022-train-013491,메갈련이라는 자칭에 회의적이다,1
nikluge-au-2022-train-013492,개새끼시발련들 갤리선에 묶어서 노역시키고싶다,1
nikluge-au-2022-train-013493,덮어놓고 보면 그 무렵은 이런저런 수식어가 붙음에도 분명 그 본질은 애새끼였고 작금에도 애새끼이다,1
nikluge-au-2022-train-013494,한남들 ftm보고 부들대는 게 왜 이렇게 가증스럽고 혐오스럽지,1
nikluge-au-2022-train-013495,어떻게해,0
nikluge-au-2022-train-013496,너무귀엽다,0
nikluge-au-2022-train-013497,너무귀여운거아니야,0
nikluge-au-2022-train-013498,오늘 너무 힘들어...,0
nikluge-au-2022-train-013499,이게 진짜 무슨 일이야,0
nikluge-au-2022-train-013500,진짜 이게 진짜....,0
nikluge-au-2022-train-013501,병신은 먹이금지가 답이드라구요...,1
nikluge-au-2022-train-013502,그들은 부부다,0
nikluge-au-2022-train-013503,아 용쓴다,0
nikluge-au-2022-train-013504,와우.. 말 안통할거같은 사람이 개저씨로 진화하는걸 &company&에서 실시간으로 목격했다..,1
nikluge-au-2022-train-013505,"&name&과 친구들 배울때 들었던 생각은, 아무리 그래도 그렇지",0
nikluge-au-2022-train-013506,(자신이 없네),0
nikluge-au-2022-train-013507,창남에디션,1
nikluge-au-2022-train-013508,사람의 생각이 아닙니다,1
nikluge-au-2022-train-013509,이성을 볼 때 제일 중요하게 생각하는 건 뭔가요?,0
nikluge-au-2022-train-013510,&brand&은 안되나보네,0
nikluge-au-2022-train-013511,에러이 개새끼들아,1
nikluge-au-2022-train-013512,오타쿠리스마스에서 &name&님,1
nikluge-au-2022-train-013513,사람에 지치고.. 삶에 지칠 때.. 당신은 어떻게 하나요!?,0
nikluge-au-2022-train-013514,하여간 &company&에서 호들갑 떨면서 음식 추천하는놈들은 믿으면 안된다,1
nikluge-au-2022-train-013515,사람들이 당신에 대해 모르는 한 가지가 있다면 무엇인가요?,0
